statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG03;On motorways/freeways;10450;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);418839;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG01;Inside built-up areas;1416940;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);421169;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);486629;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;;Total;1909136;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);399409;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG01;Inside built-up areas;11055;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG03;On motorways/freeways;11745;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG01;Inside built-up areas;40461;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;;Total;62726;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2019;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG03;On motorways/freeways;761;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG03;On motorways/freeways;134333;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG03;On motorways/freeways;20928;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG01;Inside built-up areas;1670700;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG01;Inside built-up areas;1451783;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG01;Inside built-up areas;213124;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2015;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;;Total;2127664;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);65632;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG01;Inside built-up areas;11051;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;;Total;2585327;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;;Total;2242905;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);386734;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2015;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);500816;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG03;On motorways/freeways;814;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2019;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG03;On motorways/freeways;146749;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;;Total;2245245;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;;Total;258987;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);509989;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG01;Inside built-up areas;1679780;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG01;Inside built-up areas;1590802;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG03;On motorways/freeways;149134;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG01;Inside built-up areas;12461;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2019;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;;Total;15781;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG03;On motorways/freeways;19460;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG03;On motorways/freeways;130131;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG03;On motorways/freeways;120614;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2015;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;;Total;305659;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);18342;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);19341;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG03;On motorways/freeways;765;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;;Total;291890;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG03;On motorways/freeways;8716;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);74166;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);75060;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);434259;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG03;On motorways/freeways;15237;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG03;On motorways/freeways;16407;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);1959;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG03;On motorways/freeways;141272;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2019;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;;Total;300143;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;;Total;2406465;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG01;Inside built-up areas;36620;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;;Total;2146873;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG03;On motorways/freeways;796;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);507831;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;;Total;2250382;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG03;On motorways/freeways;10268;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG03;On motorways/freeways;165694;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG03;On motorways/freeways;10705;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG01;Inside built-up areas;36828;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2015;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG03;On motorways/freeways;130311;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG01;Inside built-up areas;11819;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;;Total;65100;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2015;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG01;Inside built-up areas;40709;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG01;Inside built-up areas;43375;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2019;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG01;Inside built-up areas;40569;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);1933;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2019;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG01;Inside built-up areas;13010;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;;Total;71638;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG03;On motorways/freeways;21193;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);15418;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;;Total;15662;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG01;Inside built-up areas;1603872;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;ORTSLG03;On motorways/freeways;20537;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);411952;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG03;On motorways/freeways;805;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;;Total;15599;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;;Total;2143052;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;;Total;14908;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG01;Inside built-up areas;1903429;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);16298;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);17147;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);17077;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2015;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);405098;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);16802;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;ORTSLG01;Inside built-up areas;1770702;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2023;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG03;On motorways/freeways;134902;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2018;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;;Total;15681;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2022;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;;Total;289672;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2017;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG01;Inside built-up areas;12901;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2019;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-RAUSCH;Other accidents involving intoxication;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);2010;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2021;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;;Total;2314938;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2015;DINSG;Germany;DG;Germany;VERUK1;Accident category;;Total;VEROL1;Area;;Total;2516831;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2024;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;ORTSLG02;Outside built-up areas (excl. motorways/freeways);404847;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-PERS;Personal injury accidents;VEROL1;Area;;Total;308145;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2020;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH;Serious acc. invol. mat.damage in the nearer sense;VEROL1;Area;ORTSLG01;Inside built-up areas;33880;number;VER001;Accidents (recorded by the police);e
46241;Statistics of road traffic accidents;JAHR;Year;2016;DINSG;Germany;DG;Germany;VERUK1;Accident category;UNF-SACH-UEBR;Other accidents involving material damage;VEROL1;Area;;Total;2190026;number;VER001;Accidents (recorded by the police);e
